x,y
1.57,-0.188
1.571,-0.189
1.572,-0.185
1.573,-0.186
1.574,-0.193
1.575,-0.196
1.576,-0.191
1.577,-0.193
1.578,-0.184
1.579,-0.17
1.58,-0.18
1.581,-0.195
1.582,-0.163
1.583,-0.143
1.584,-0.172
1.585,-0.173
1.586,-0.164
1.587,-0.146
1.588,-0.167
1.589,-0.17
1.59,-0.147
1.591,-0.162
1.592,-0.145
1.593,-0.138
1.594,-0.132
1.595,-0.132
1.596,-0.118
1.597,-0.117
1.598,-0.153
1.599,-0.134
1.6,-0.115
1.601,-0.102
1.602,-0.096
1.603,-0.128
1.604,-0.136
1.605,-0.118
1.606,-0.112
1.607,-0.109
1.608,-0.107
1.609,-0.113
1.61,-0.102
1.611,-0.099
1.612,-0.103
1.613,-0.093
1.614,-0.099
1.615,-0.1
1.616,-0.097
1.617,-0.094
1.618,-0.085
1.619,-0.085
1.62,-0.07
1.621,-0.06
1.622,-0.059
1.623,-0.058
1.624,-0.071
1.625,-0.087
1.626,-0.064
1.627,-0.024
1.628,-0.035
1.629,-0.036
1.63,-0.038
1.631,-0.057
1.632,-0.059
1.633,-0.037
1.634,-0.034
1.635,-0.03
1.636,-0.034
1.637,-0.053
1.638,-0.021
1.639,-0.028
1.64,-0.045
1.641,-0.031
1.642,-0.021
1.643,-0.009
1.644,-0.017
1.645,-0.036
1.646,-0.043
1.647,-0.033
1.648,-0.008
1.649,0.016
1.65,0.003
1.651,-0.015
1.652,-0.004
1.653,0.005
1.654,-0.003
1.655,-0.014
1.656,-0.011
1.657,-0.002
1.658,0.005
1.659,0.01
1.66,0.009
1.661,0.015
1.662,0.019
1.663,0.023
1.664,0.012
1.665,0.018
1.666,0.017
1.667,0.018
1.668,0.036
1.669,0.026
1.67,0.026
1.671,0.02
1.672,0.014
1.673,0.013
1.674,0.005
1.675,0.004
1.676,-0.004
1.677,-0.001
1.678,0.006
1.679,0.011
1.68,0.006
1.681,-0.005
1.682,0.003
1.683,0.017
1.684,0.022
1.685,0.016
1.686,0.003
1.687,0.007
1.688,0.013
1.689,0.003
1.69,-0.007
1.691,-0.015
1.692,-0.011
1.693,-0.007
1.694,-0.013
1.695,-0.024
1.696,-0.026
1.697,-0.039
1.698,-0.041
1.699,-0.021
1.7,-0.021
1.701,-0.001
1.702,0.007
1.703,-0.024
1.704,-0.025
1.705,-0.009
1.706,-0.013
1.707,-0.043
1.708,-0.043
1.709,-0.018
1.71,-0.029
1.711,-0.045
1.712,-0.054
1.713,-0.06
1.714,-0.062
1.715,-0.043
1.716,-0.037
1.717,-0.065
1.718,-0.07
1.719,-0.047
1.72,-0.041
1.721,-0.062
1.722,-0.05
1.723,-0.054
1.724,-0.068
1.725,-0.043
1.726,-0.052
1.727,-0.056
1.728,-0.052
1.729,-0.065
1.73,-0.067
1.731,-0.067
1.732,-0.069
1.733,-0.069
1.734,-0.07
1.735,-0.076
1.736,-0.082
1.737,-0.086
1.738,-0.08
1.739,-0.07
1.74,-0.077
1.741,-0.081
1.742,-0.081
1.743,-0.077
1.744,-0.076
1.745,-0.086
1.746,-0.095
1.747,-0.092
1.748,-0.095
1.749,-0.108
1.75,-0.117
1.751,-0.13
1.752,-0.121
1.753,-0.123
1.754,-0.144
1.755,-0.136
1.756,-0.121
1.757,-0.127
1.758,-0.135
1.759,-0.108
1.76,-0.102
1.761,-0.092
1.762,-0.086
1.763,-0.114
1.764,-0.118
1.765,-0.12
1.766,-0.116
1.767,-0.122
1.768,-0.118
1.769,-0.119
1.77,-0.117
1.771,-0.114
1.772,-0.131
1.773,-0.114
1.774,-0.107
1.775,-0.116
1.776,-0.132
1.777,-0.15
1.778,-0.122
1.779,-0.099
1.78,-0.11
1.781,-0.116
1.782,-0.113
1.783,-0.103
1.784,-0.103
1.785,-0.109
1.786,-0.119
1.787,-0.108
1.788,-0.092
1.789,-0.126
1.79,-0.14
1.791,-0.136
1.792,-0.141
1.793,-0.15
1.794,-0.164
1.795,-0.146
1.796,-0.129
1.797,-0.127
1.798,-0.128
1.799,-0.134
1.8,-0.133
1.801,-0.123
1.802,-0.112
1.803,-0.115
1.804,-0.127
1.805,-0.12
1.806,-0.107
1.807,-0.118
1.808,-0.127
1.809,-0.133
1.81,-0.13
1.811,-0.12
1.812,-0.132
1.813,-0.129
1.814,-0.12
1.815,-0.121
1.816,-0.114
1.817,-0.117
1.818,-0.133
1.819,-0.135
1.82,-0.137
1.821,-0.146
1.822,-0.114
1.823,-0.099
1.824,-0.128
1.825,-0.109
1.826,-0.082
1.827,-0.078
1.828,-0.097
1.829,-0.113
1.83,-0.1
1.831,-0.105
1.832,-0.111
1.833,-0.115
1.834,-0.123
1.835,-0.126
1.836,-0.128
1.837,-0.124
1.838,-0.13
1.839,-0.115
1.84,-0.104
1.841,-0.111
1.842,-0.097
1.843,-0.091
1.844,-0.097
1.845,-0.091
1.846,-0.1
1.847,-0.099
1.848,-0.084
1.849,-0.088
1.85,-0.103
1.851,-0.106
1.852,-0.112
1.853,-0.107
1.854,-0.11
1.855,-0.102
1.856,-0.091
1.857,-0.124
1.858,-0.118
1.859,-0.106
1.86,-0.104
1.861,-0.087
1.862,-0.086
1.863,-0.088
1.864,-0.1
1.865,-0.094
1.866,-0.1
1.867,-0.103
1.868,-0.093
1.869,-0.101
1.87,-0.087
1.871,-0.115
1.872,-0.131
1.873,-0.108
1.874,-0.108
1.875,-0.104
1.876,-0.108
1.877,-0.105
1.878,-0.102
1.879,-0.123
1.88,-0.142
1.881,-0.128
1.882,-0.106
1.883,-0.1
1.884,-0.109
1.885,-0.114
1.886,-0.107
1.887,-0.098
1.888,-0.096
1.889,-0.099
1.89,-0.097
1.891,-0.106
1.892,-0.114
1.893,-0.127
1.894,-0.142
1.895,-0.125
1.896,-0.104
1.897,-0.124
1.898,-0.139
1.899,-0.15
1.9,-0.151
1.901,-0.126
1.902,-0.11
1.903,-0.117
1.904,-0.123
1.905,-0.117
1.906,-0.142
1.907,-0.111
1.908,-0.093
1.909,-0.119
1.91,-0.103
1.911,-0.102
1.912,-0.105
1.913,-0.115
1.914,-0.124
1.915,-0.137
1.916,-0.126
1.917,-0.107
1.918,-0.111
1.919,-0.115
1.92,-0.114
1.921,-0.102
1.922,-0.103
1.923,-0.113
1.924,-0.109
1.925,-0.103
1.926,-0.124
1.927,-0.125
1.928,-0.117
1.929,-0.13
1.93,-0.121
1.931,-0.113
1.932,-0.103
1.933,-0.099
1.934,-0.124
1.935,-0.126
1.936,-0.122
1.937,-0.136
1.938,-0.101
1.939,-0.107
1.94,-0.128
1.941,-0.133
1.942,-0.14
1.943,-0.129
1.944,-0.131
1.945,-0.105
1.946,-0.084
1.947,-0.098
1.948,-0.098
1.949,-0.082
1.95,-0.088
1.951,-0.086
1.952,-0.092
1.953,-0.1
1.954,-0.091
1.955,-0.092
1.956,-0.091
1.957,-0.092
1.958,-0.085
1.959,-0.069
1.96,-0.053
1.961,-0.044
1.962,-0.038
1.963,-0.037
1.964,-0.039
1.965,-0.034
1.966,-0.034
1.967,-0.04
1.968,-0.04
1.969,-0.04
1.97,-0.049
1.971,-0.058
1.972,-0.055
1.973,-0.053
1.974,-0.048
1.975,-0.03
1.976,-0.059
1.977,-0.084
1.978,-0.066
1.979,-0.088
1.98,-0.096
1.981,-0.077
1.982,-0.058
1.983,-0.031
1.984,-0.019
1.985,-0.029
1.986,-0.018
1.987,-0.007
1.988,-0.042
1.989,-0.041
1.99,-0.045
1.991,-0.04
1.992,-0.038
1.993,-0.066
1.994,-0.059
1.995,-0.091
1.996,-0.088
1.997,-0.068
1.998,-0.082
1.999,-0.073
2,-0.081
2.001,-0.093
2.002,-0.102
2.003,-0.087
2.004,-0.082
2.005,-0.088
2.006,-0.088
2.007,-0.09
2.008,-0.101
2.009,-0.112
2.01,-0.087
2.011,-0.086
2.012,-0.104
2.013,-0.119
2.014,-0.106
2.015,-0.101
2.016,-0.117
2.017,-0.117
2.018,-0.116
2.019,-0.12
2.02,-0.122
2.021,-0.113
2.022,-0.12
2.023,-0.12
2.024,-0.097
2.025,-0.084
2.026,-0.089
2.027,-0.097
2.028,-0.112
2.029,-0.122
2.03,-0.134
2.031,-0.135
2.032,-0.131
2.033,-0.124
2.034,-0.103
2.035,-0.107
2.036,-0.096
2.037,-0.094
2.038,-0.12
2.039,-0.12
2.04,-0.114
2.041,-0.122
2.042,-0.115
2.043,-0.105
2.044,-0.105
2.045,-0.106
2.046,-0.11
2.047,-0.112
2.048,-0.124
2.049,-0.116
2.05,-0.112
2.051,-0.127
2.052,-0.121
2.053,-0.124
2.054,-0.128
2.055,-0.12
2.056,-0.131
2.057,-0.134
2.058,-0.115
2.059,-0.117
2.06,-0.104
2.061,-0.103
2.062,-0.116
2.063,-0.105
2.064,-0.108
2.065,-0.106
2.066,-0.097
2.067,-0.089
2.068,-0.099
2.069,-0.098
2.07,-0.114
2.071,-0.168
2.072,-0.159
2.073,-0.159
2.074,-0.181
2.075,-0.181
2.076,-0.22
2.077,-0.239
2.078,-0.231
2.079,-0.244
2.08,-0.261
2.081,-0.263
2.082,-0.277
2.083,-0.288
2.084,-0.289
2.085,-0.283
2.086,-0.258
2.087,-0.258
2.088,-0.276
2.089,-0.266
2.09,-0.245
2.091,-0.226
2.092,-0.203
2.093,-0.178
2.094,-0.149
2.095,-0.119
2.096,-0.086
2.097,-0.081
2.098,-0.036
2.099,0.041
2.1,0.091
2.101,0.14
2.102,0.186
2.103,0.234
2.104,0.268
2.105,0.297
2.106,0.329
2.107,0.351
2.108,0.357
2.109,0.362
2.11,0.368
2.111,0.36
2.112,0.367
2.113,0.398
2.114,0.395
2.115,0.386
2.116,0.362
2.117,0.307
2.118,0.271
2.119,0.242
2.12,0.216
2.121,0.184
2.122,0.191
2.123,0.214
2.124,0.203
2.125,0.208
2.126,0.222
2.127,0.188
2.128,0.141
2.129,0.128
2.13,0.113
2.131,0.099
2.132,0.089
2.133,0.076
2.134,0.055
2.135,-0.001
2.136,-0.006
2.137,-0.011
2.138,-0.037
2.139,-0.048
2.14,-0.069
2.141,-0.07
2.142,-0.084
2.143,-0.094
2.144,-0.11
2.145,-0.164
2.146,-0.211
2.147,-0.217
2.148,-0.231
2.149,-0.253
2.15,-0.272
2.151,-0.303
2.152,-0.327
2.153,-0.347
2.154,-0.365
2.155,-0.391
2.156,-0.404
2.157,-0.423
2.158,-0.426
2.159,-0.427
2.16,-0.445
2.161,-0.456
2.162,-0.472
2.163,-0.481
2.164,-0.485
2.165,-0.49
2.166,-0.501
2.167,-0.498
2.168,-0.506
2.169,-0.526
2.17,-0.54
2.171,-0.549
2.172,-0.559
2.173,-0.549
2.174,-0.533
2.175,-0.545
2.176,-0.541
2.177,-0.535
2.178,-0.509
2.179,-0.481
2.18,-0.466
2.181,-0.447
2.182,-0.449
2.183,-0.439
2.184,-0.425
2.185,-0.389
2.186,-0.344
2.187,-0.34
2.188,-0.34
2.189,-0.312
2.19,-0.296
2.191,-0.311
2.192,-0.292
2.193,-0.271
2.194,-0.269
2.195,-0.247
2.196,-0.24
2.197,-0.224
2.198,-0.206
2.199,-0.214
2.2,-0.195
2.201,-0.182
2.202,-0.18
2.203,-0.186
2.204,-0.202
2.205,-0.178
2.206,-0.159
2.207,-0.157
2.208,-0.158
2.209,-0.166
2.21,-0.17
2.211,-0.18
2.212,-0.179
2.213,-0.159
2.214,-0.162
2.215,-0.173
2.216,-0.169
2.217,-0.157
2.218,-0.148
2.219,-0.16
2.22,-0.16
2.221,-0.148
2.222,-0.142
2.223,-0.135
2.224,-0.154
2.225,-0.179
2.226,-0.165
2.227,-0.148
2.228,-0.152
2.229,-0.149
2.23,-0.145
2.231,-0.153
2.232,-0.162
2.233,-0.146
2.234,-0.162
2.235,-0.186
2.236,-0.177
2.237,-0.165
2.238,-0.16
2.239,-0.16
2.24,-0.163
2.241,-0.151
2.242,-0.141
2.243,-0.145
2.244,-0.133
2.245,-0.17
2.246,-0.172
2.247,-0.143
2.248,-0.145
2.249,-0.13
2.25,-0.144
2.251,-0.154
2.252,-0.149
2.253,-0.156
2.254,-0.168
2.255,-0.167
2.256,-0.162
2.257,-0.158
2.258,-0.145
2.259,-0.15
2.26,-0.151
2.261,-0.146
2.262,-0.145
2.263,-0.136
2.264,-0.123
2.265,-0.13
2.266,-0.132
2.267,-0.136
2.268,-0.156
2.269,-0.16
2.27,-0.171
2.271,-0.154
2.272,-0.139
2.273,-0.142
2.274,-0.137
2.275,-0.141
2.276,-0.122
2.277,-0.119
2.278,-0.117
2.279,-0.105
2.28,-0.122
2.281,-0.147
2.282,-0.142
2.283,-0.117
2.284,-0.121
2.285,-0.112
2.286,-0.103
2.287,-0.129
2.288,-0.143
2.289,-0.138
2.29,-0.119
2.291,-0.104
2.292,-0.107
2.293,-0.13
2.294,-0.161
2.295,-0.143
2.296,-0.124
2.297,-0.133
2.298,-0.13
2.299,-0.145
2.3,-0.136
2.301,-0.108
2.302,-0.089
2.303,-0.098
2.304,-0.107
2.305,-0.102
2.306,-0.091
2.307,-0.079
2.308,-0.11
2.309,-0.117
2.31,-0.116
2.311,-0.116
2.312,-0.109
2.313,-0.114
2.314,-0.103
2.315,-0.102
2.316,-0.11
2.317,-0.108
2.318,-0.093
2.319,-0.081
2.32,-0.088
2.321,-0.09
2.322,-0.073
2.323,-0.07
2.324,-0.068
2.325,-0.077
2.326,-0.072
2.327,-0.045
2.328,-0.053
2.329,-0.065
2.33,-0.069
2.331,-0.061
2.332,-0.051
2.333,-0.051
2.334,-0.055
2.335,-0.053
2.336,-0.051
2.337,-0.062
2.338,-0.052
2.339,-0.039
2.34,-0.041
2.341,-0.031
2.342,-0.021
2.343,-0.032
2.344,-0.047
2.345,-0.025
2.346,0.002
2.347,0.017
2.348,0.009
2.349,0.003
2.35,0.013
2.351,-0.02
2.352,-0.03
2.353,-0.019
2.354,-0.026
2.355,-0.019
2.356,0.011
2.357,0.027
2.358,-0.009
2.359,-0.034
2.36,-0.017
2.361,0.004
2.362,0.014
2.363,0.026
2.364,0.027
2.365,0.035
2.366,0.042
2.367,0.04
2.368,0.043
2.369,0.042
2.37,0.036
2.371,0.032
2.372,0.033
2.373,0.022
2.374,0.02
2.375,0.028
2.376,0.022
2.377,0.047
2.378,0.062
2.379,0.048
2.38,0.042
2.381,0.043
2.382,0.051
2.383,0.06
2.384,0.069
2.385,0.054
2.386,0.048
2.387,0.054
2.388,0.054
2.389,0.052
2.39,0.043
2.391,0.023
2.392,0.025
2.393,0.04
2.394,0.028
2.395,0.039
2.396,0.059
2.397,0.068
2.398,0.065
2.399,0.059
2.4,0.059
2.401,0.077
2.402,0.083
2.403,0.032
2.404,0.024
2.405,0.044
2.406,0.053
2.407,0.053
2.408,0.022
2.409,0.026
2.41,0.036
2.411,0.019
2.412,0.013
2.413,0.02
2.414,0.042
2.415,0.036
2.416,0.025
2.417,0.018
2.418,0.007
2.419,0.013
2.42,-0.001
2.421,-0.004
2.422,0.015
2.423,0.011
2.424,0.005
2.425,0.011
2.426,0.017
2.427,0.028
2.428,0.015
2.429,0.005
2.43,0.016
2.431,0.004
2.432,-0.006
2.433,-0.013
2.434,-0.029
2.435,-0.013
2.436,-0.006
2.437,-0.015
2.438,-0.003
2.439,-0.011
2.44,-0.007
2.441,0.005
2.442,0.005
2.443,-0.005
2.444,-0.006
2.445,0.015
2.446,-0.003
2.447,-0.013
2.448,-0.029
2.449,-0.044
2.45,-0.021
2.451,-0.021
2.452,-0.035
2.453,-0.043
2.454,-0.043
2.455,-0.018
2.456,-0.018
2.457,-0.043
2.458,-0.051
2.459,-0.052
2.46,-0.049
2.461,-0.051
2.462,-0.054
2.463,-0.05
2.464,-0.036
2.465,-0.042
2.466,-0.046
2.467,-0.058
2.468,-0.066
2.469,-0.058
2.47,-0.064
2.471,-0.053
2.472,-0.058
2.473,-0.073
2.474,-0.073
2.475,-0.07
2.476,-0.068
2.477,-0.069
2.478,-0.062
2.479,-0.058
2.48,-0.044
2.481,-0.056
2.482,-0.076
2.483,-0.074
2.484,-0.077
2.485,-0.065
2.486,-0.059
2.487,-0.082
2.488,-0.113
2.489,-0.09
2.49,-0.067
2.491,-0.096
2.492,-0.096
2.493,-0.096
2.494,-0.08
2.495,-0.069
2.496,-0.085
2.497,-0.082
2.498,-0.093
2.499,-0.108
2.5,-0.084
2.501,-0.077
2.502,-0.084
2.503,-0.089
2.504,-0.093
2.505,-0.089
2.506,-0.07
2.507,-0.065
2.508,-0.093
2.509,-0.093
2.51,-0.103
2.511,-0.1
2.512,-0.091
2.513,-0.102
2.514,-0.097
2.515,-0.089
2.516,-0.089
2.517,-0.1
2.518,-0.097
2.519,-0.091
2.52,-0.083
2.521,-0.072
2.522,-0.075
2.523,-0.078
2.524,-0.084
2.525,-0.09
2.526,-0.089
2.527,-0.082
2.528,-0.096
2.529,-0.099
2.53,-0.075
2.531,-0.089
2.532,-0.114
2.533,-0.114
2.534,-0.102
2.535,-0.09
2.536,-0.09
2.537,-0.086
2.538,-0.096
2.539,-0.104
2.54,-0.079
2.541,-0.08
2.542,-0.072
2.543,-0.067
2.544,-0.094
2.545,-0.092
2.546,-0.065
2.547,-0.061
2.548,-0.07
2.549,-0.084
2.55,-0.096
2.551,-0.082
2.552,-0.093
2.553,-0.088
2.554,-0.092
2.555,-0.099
2.556,-0.073
2.557,-0.066
2.558,-0.066
2.559,-0.08
2.56,-0.072
2.561,-0.067
2.562,-0.074
2.563,-0.07
2.564,-0.069
2.565,-0.072
2.566,-0.075
2.567,-0.072
2.568,-0.079
2.569,-0.082
2.57,-0.081
2.571,-0.083
2.572,-0.086
2.573,-0.087
2.574,-0.086
2.575,-0.095
2.576,-0.088
2.577,-0.086
2.578,-0.08
2.579,-0.077
2.58,-0.091
2.581,-0.083
2.582,-0.088
2.583,-0.095
2.584,-0.086
2.585,-0.084
2.586,-0.062
2.587,-0.049
2.588,-0.074
2.589,-0.098
2.59,-0.103
2.591,-0.1
2.592,-0.09
2.593,-0.086
2.594,-0.081
2.595,-0.103
2.596,-0.136
2.597,-0.153
2.598,-0.114
2.599,-0.066
2.6,-0.087
2.601,-0.094
2.602,-0.09
2.603,-0.114
2.604,-0.133
2.605,-0.086
2.606,-0.043
2.607,-0.067
2.608,-0.08
2.609,-0.084
2.61,-0.093
2.611,-0.098
2.612,-0.102
2.613,-0.103
2.614,-0.096
2.615,-0.089
2.616,-0.095
2.617,-0.105
2.618,-0.101
2.619,-0.102
2.62,-0.101
2.621,-0.096
2.622,-0.095
2.623,-0.096
2.624,-0.098
2.625,-0.104
2.626,-0.104
2.627,-0.102
2.628,-0.106
2.629,-0.107
2.63,-0.108
2.631,-0.113
2.632,-0.098
2.633,-0.103
2.634,-0.135
2.635,-0.119
2.636,-0.108
2.637,-0.121
2.638,-0.126
2.639,-0.121
2.64,-0.117
2.641,-0.116
2.642,-0.103
2.643,-0.097
2.644,-0.1
2.645,-0.102
2.646,-0.097
2.647,-0.099
2.648,-0.088
2.649,-0.084
2.65,-0.105
2.651,-0.103
2.652,-0.098
2.653,-0.106
2.654,-0.103
2.655,-0.096
2.656,-0.11
2.657,-0.117
2.658,-0.111
2.659,-0.107
2.66,-0.088
2.661,-0.091
2.662,-0.091
2.663,-0.081
2.664,-0.084
2.665,-0.096
2.666,-0.101
2.667,-0.095
2.668,-0.097
2.669,-0.094
2.67,-0.097
2.671,-0.111
2.672,-0.11
2.673,-0.096
2.674,-0.103
2.675,-0.105
2.676,-0.094
2.677,-0.095
2.678,-0.089
2.679,-0.08
2.68,-0.073
2.681,-0.07
2.682,-0.066
2.683,-0.046
2.684,-0.047
2.685,-0.076
2.686,-0.064
2.687,-0.039
2.688,-0.054
2.689,-0.075
2.69,-0.077
2.691,-0.073
2.692,-0.054
2.693,-0.045
2.694,-0.058
2.695,-0.051
2.696,-0.045
2.697,-0.06
2.698,-0.063
2.699,-0.057
2.7,-0.042
2.701,-0.036
2.702,-0.049
2.703,-0.046
2.704,-0.053
2.705,-0.061
2.706,-0.062
2.707,-0.069
2.708,-0.072
2.709,-0.069
2.71,-0.047
2.711,-0.059
2.712,-0.064
2.713,-0.051
2.714,-0.06
2.715,-0.045
2.716,-0.051
2.717,-0.052
2.718,-0.039
2.719,-0.03
2.72,-0.033
2.721,-0.046
2.722,-0.049
2.723,-0.053
2.724,-0.059
2.725,-0.07
2.726,-0.076
2.727,-0.079
2.728,-0.086
2.729,-0.084
2.73,-0.065
2.731,-0.097
2.732,-0.142
2.733,-0.142
2.734,-0.134
2.735,-0.127
2.736,-0.125
2.737,-0.133
2.738,-0.131
2.739,-0.115
2.74,-0.119
2.741,-0.121
2.742,-0.123
2.743,-0.122
2.744,-0.123
2.745,-0.138
2.746,-0.14
2.747,-0.141
2.748,-0.141
2.749,-0.147
2.75,-0.141
2.751,-0.149
2.752,-0.161
2.753,-0.14
2.754,-0.166
2.755,-0.176
2.756,-0.158
2.757,-0.163
2.758,-0.165
2.759,-0.167
2.76,-0.164
2.761,-0.159
2.762,-0.156
2.763,-0.155
2.764,-0.158
2.765,-0.165
2.766,-0.159
2.767,-0.157
2.768,-0.166
2.769,-0.171
2.77,-0.17
2.771,-0.169
2.772,-0.174
2.773,-0.185
2.774,-0.172
2.775,-0.171
2.776,-0.185
2.777,-0.18
2.778,-0.172
2.779,-0.158
2.78,-0.162
2.781,-0.166
2.782,-0.172
2.783,-0.179
2.784,-0.168
2.785,-0.158
2.786,-0.163
2.787,-0.172
2.788,-0.168
2.789,-0.165
2.79,-0.159
2.791,-0.156
2.792,-0.159
2.793,-0.168
2.794,-0.169
2.795,-0.172
2.796,-0.183
2.797,-0.173
2.798,-0.17
2.799,-0.18
2.8,-0.183
2.801,-0.179
2.802,-0.196
2.803,-0.241
2.804,-0.261
2.805,-0.264
2.806,-0.248
2.807,-0.241
2.808,-0.281
2.809,-0.313
2.81,-0.311
2.811,-0.308
2.812,-0.315
2.813,-0.324
2.814,-0.314
2.815,-0.288
2.816,-0.298
2.817,-0.275
2.818,-0.249
2.819,-0.216
2.82,-0.159
2.821,-0.152
2.822,-0.134
2.823,-0.097
2.824,-0.07
2.825,-0.051
2.826,-0.001
2.827,0.05
2.828,0.089
2.829,0.146
2.83,0.196
2.831,0.232
2.832,0.268
2.833,0.318
2.834,0.338
2.835,0.343
2.836,0.35
2.837,0.362
2.838,0.367
2.839,0.349
2.84,0.353
2.841,0.344
2.842,0.331
2.843,0.341
2.844,0.291
2.845,0.237
2.846,0.227
2.847,0.192
2.848,0.161
2.849,0.155
2.85,0.143
2.851,0.134
2.852,0.136
2.853,0.13
2.854,0.125
2.855,0.102
2.856,0.079
2.857,0.079
2.858,0.082
2.859,0.072
2.86,0.054
2.861,0.041
2.862,0.018
2.863,0.014
2.864,-0.006
2.865,-0.049
2.866,-0.081
2.867,-0.083
2.868,-0.06
2.869,-0.084
2.87,-0.117
2.871,-0.149
2.872,-0.177
2.873,-0.177
2.874,-0.221
2.875,-0.265
2.876,-0.283
2.877,-0.312
2.878,-0.331
2.879,-0.352
2.88,-0.372
2.881,-0.387
2.882,-0.403
2.883,-0.434
2.884,-0.459
2.885,-0.453
2.886,-0.466
2.887,-0.487
2.888,-0.502
2.889,-0.521
2.89,-0.536
2.891,-0.546
2.892,-0.558
2.893,-0.566
2.894,-0.569
2.895,-0.574
2.896,-0.595
2.897,-0.623
2.898,-0.624
2.899,-0.616
2.9,-0.581
2.901,-0.57
2.902,-0.588
2.903,-0.591
2.904,-0.595
2.905,-0.555
2.906,-0.515
2.907,-0.492
2.908,-0.477
2.909,-0.482
2.91,-0.446
2.911,-0.427
2.912,-0.421
2.913,-0.404
2.914,-0.387
2.915,-0.366
2.916,-0.369
2.917,-0.349
2.918,-0.323
2.919,-0.326
2.92,-0.314
2.921,-0.282
2.922,-0.266
2.923,-0.245
2.924,-0.243
2.925,-0.245
2.926,-0.234
2.927,-0.248
2.928,-0.244
2.929,-0.234
2.93,-0.229
2.931,-0.225
2.932,-0.233
2.933,-0.229
2.934,-0.235
2.935,-0.23
2.936,-0.226
2.937,-0.21
2.938,-0.192
2.939,-0.206
2.94,-0.206
2.941,-0.198
2.942,-0.191
2.943,-0.193
2.944,-0.197
2.945,-0.209
2.946,-0.203
2.947,-0.19
2.948,-0.217
2.949,-0.216
2.95,-0.204
2.951,-0.205
2.952,-0.211
2.953,-0.223
2.954,-0.213
2.955,-0.204
2.956,-0.216
2.957,-0.209
2.958,-0.212
2.959,-0.217
2.96,-0.188
2.961,-0.174
2.962,-0.16
2.963,-0.167
2.964,-0.18
2.965,-0.176
2.966,-0.177
2.967,-0.178
2.968,-0.178
2.969,-0.181
2.97,-0.186
2.971,-0.189
2.972,-0.188
2.973,-0.191
2.974,-0.197
2.975,-0.185
2.976,-0.19
2.977,-0.195
2.978,-0.185
2.979,-0.184
2.98,-0.176
2.981,-0.165
2.982,-0.183
2.983,-0.19
2.984,-0.171
2.985,-0.19
2.986,-0.203
2.987,-0.201
2.988,-0.197
2.989,-0.198
2.99,-0.201
2.991,-0.2
2.992,-0.204
2.993,-0.203
2.994,-0.197
2.995,-0.203
2.996,-0.217
2.997,-0.203
2.998,-0.19
2.999,-0.185
3,-0.184
3.001,-0.185
3.002,-0.181
3.003,-0.184
3.004,-0.201
3.005,-0.206
3.006,-0.158
3.007,-0.17
3.008,-0.213
3.009,-0.202
3.01,-0.207
3.011,-0.21
3.012,-0.216
3.013,-0.233
3.014,-0.197
3.015,-0.171
3.016,-0.204
3.017,-0.207
3.018,-0.186
3.019,-0.173
3.02,-0.159
3.021,-0.161
3.022,-0.162
3.023,-0.159
3.024,-0.158
3.025,-0.138
3.026,-0.157
3.027,-0.189
3.028,-0.168
3.029,-0.16
3.03,-0.172
3.031,-0.172
3.032,-0.166
3.033,-0.164
3.034,-0.166
3.035,-0.162
3.036,-0.172
3.037,-0.166
3.038,-0.158
3.039,-0.157
3.04,-0.153
3.041,-0.146
3.042,-0.136
3.043,-0.142
3.044,-0.146
3.045,-0.143
3.046,-0.138
3.047,-0.142
3.048,-0.144
3.049,-0.135
3.05,-0.134
3.051,-0.129
3.052,-0.133
3.053,-0.143
3.054,-0.139
3.055,-0.127
3.056,-0.117
3.057,-0.102
3.058,-0.108
3.059,-0.118
3.06,-0.102
3.061,-0.089
3.062,-0.085
3.063,-0.081
3.064,-0.079
3.065,-0.086
3.066,-0.081
3.067,-0.079
3.068,-0.086
3.069,-0.069
3.07,-0.074
3.071,-0.07
3.072,-0.062
3.073,-0.085
3.074,-0.083
3.075,-0.079
3.076,-0.103
3.077,-0.076
3.078,-0.037
3.079,-0.059
3.08,-0.037
3.081,-0.049
3.082,-0.069
3.083,-0.021
3.084,-0.013
3.085,-0.037
3.086,-0.047
3.087,-0.035
3.088,-0.017
3.089,-0.013
3.09,-0.017
3.091,-0.025
3.092,-0.026
3.093,-0.033
3.094,-0.037
3.095,-0.018
3.096,-0.009
3.097,0.001
3.098,0.015
3.099,0.022
3.1,0.026
3.101,0.022
3.102,0.017
3.103,0.003
3.104,0.004
3.105,0.023
3.106,0.024
3.107,0.014
3.108,-0.011
3.109,-0.014
3.11,0.024
3.111,0.018
3.112,0.005
3.113,0.019
3.114,0.029
3.115,0.021
3.116,0.011
3.117,0.028
3.118,0.029
3.119,0.017
3.12,0.013
3.121,0.024
3.122,0.048
3.123,0.041
3.124,0.036
3.125,0.029
3.126,0.017
3.127,0.015
3.128,0.011
3.129,0.019
3.13,0.026
3.131,0.024
3.132,0.022
3.133,0.013
3.134,0.01
3.135,0.011
3.136,0.01
3.137,0.018
3.138,0.015
3.139,0.011
3.14,0.013
3.141,0.013
3.142,0.013
3.143,0.017
3.144,0.018
3.145,0.01
3.146,0.019
3.147,0.004
3.148,-0.013
3.149,-0.007
3.15,-0.009
